carat,cut,color,clarity,price
1,Very Good,D,SI1,5320
0.54,Ideal,E,SI1,1637
0.74,Ideal,E,VS1,3888
0.9,Good,E,VS2,4278
1.53,Ideal,H,SI2,8034
1.52,Very Good,D,SI2,9781
0.33,Ideal,F,IF,957
1.01,Premium,G,VS2,5864
1.01,Very Good,F,SI2,4384
1.13,Ideal,E,SI1,6563
0.92,Good,E,SI1,4183
1.01,Ideal,F,SI1,5184
1.21,Ideal,I,VVS2,7134
1.01,Very Good,F,VS2,6773
0.41,Ideal,G,SI1,788
0.59,Very Good,D,SI1,1816
0.91,Fair,H,SI2,2763
1.51,Premium,G,VS1,14507
0.41,Premium,F,VS2,1107
0.8,Ideal,G,VS2,2728
0.4,Premium,F,VS1,982
1.26,Ideal,J,VVS1,6186
1.11,Ideal,H,SI2,4662
0.73,Ideal,E,VS1,3471
0.41,Ideal,H,SI1,876
0.91,Premium,E,SI2,3379
1.06,Ideal,G,VS1,7589
0.4,Good,D,VS1,1254
2.37,Premium,H,SI2,16021
0.44,Ideal,E,VVS2,1274
1.09,Very Good,F,SI1,5570
0.83,Fair,H,SI2,2133
0.31,Ideal,E,VS1,692
0.41,Ideal,E,VVS2,1243
0.6,Ideal,D,VS1,2527
0.7,Ideal,J,VS2,1843
0.81,Fair,H,SI2,1687
1.07,Ideal,H,SI2,4314
1,Premium,D,VVS2,9918
1.01,Premium,F,VS1,7017
0.32,Premium,D,SI1,756
0.72,Very Good,D,VS2,3493
0.72,Good,H,SI2,1674
1.54,Ideal,G,VS2,14103
0.3,Ideal,H,SI1,450
0.41,Very Good,D,VS2,912
0.39,Very Good,F,VS1,895
0.3,Ideal,F,VS1,587
0.39,Premium,D,VS1,1123
0.37,Premium,D,VS2,876
0.3,Ideal,H,VVS2,542
0.58,Good,E,VS1,2041
1.02,Ideal,F,VS2,6306
1.06,Premium,J,SI2,3672
0.32,Premium,G,VS2,561
0.31,Premium,G,VS1,802
0.4,Premium,G,VVS2,1050
2.66,Good,H,SI2,18495
0.4,Ideal,J,VS2,765
0.32,Ideal,D,SI2,612
1.75,Ideal,J,VVS2,11609
0.35,Ideal,D,SI1,827
1.22,Premium,H,SI1,5063
0.26,Very Good,F,VS2,453
0.59,Very Good,F,SI1,2000
0.7,Premium,F,SI1,2348
1.54,Premium,G,VS1,13733
0.3,Ideal,H,VS1,675
0.37,Ideal,D,VS2,876
2.29,Very Good,I,SI1,18068
0.32,Very Good,J,SI1,389
0.62,Ideal,H,VS1,1808
0.55,Ideal,E,VS1,1996
0.7,Very Good,D,SI1,2628
0.56,Ideal,I,SI1,1343
0.7,Very Good,F,VS1,2975
0.9,Very Good,E,SI1,4092
0.7,Ideal,G,VVS1,3165
2.06,Ideal,I,VS2,15691
0.3,Ideal,D,SI1,552
0.71,Very Good,D,VS1,3333
0.91,Ideal,G,SI1,4453
0.57,Very Good,G,SI1,1433
0.32,Ideal,E,IF,944
1.5,Very Good,D,SI1,11442
0.5,Very Good,E,SI2,1154
2.04,Very Good,I,VS2,16616
0.32,Ideal,F,VVS2,1002
1.5,Premium,D,SI2,8518
0.72,Ideal,E,VVS2,3093
0.74,Ideal,D,SI1,2987
0.72,Ideal,H,VS1,3133
0.3,Ideal,G,IF,863
0.3,Ideal,G,IF,956
0.33,Ideal,F,IF,1240
1.52,Premium,I,SI1,8852
0.3,Ideal,E,IF,957
1,Ideal,D,SI1,6664
1.01,Fair,J,VS2,3190
0.32,Ideal,D,SI1,706
0.51,Ideal,F,SI1,1406
1.3,Ideal,G,IF,12932
0.52,Ideal,D,SI1,1600
0.34,Premium,I,VS2,612
1.01,Ideal,G,VS2,6159
0.71,Ideal,D,VS2,3299
1.13,Very Good,G,VS1,7815
0.7,Very Good,I,SI1,1973
0.4,Ideal,I,SI1,624
2.2,Fair,I,I1,7934
0.5,Ideal,D,VS2,1893
0.91,Premium,I,VS2,3282
0.45,Ideal,D,SI2,706
1.01,Ideal,H,SI2,3501
0.71,Ideal,E,VS2,2863
0.44,Premium,G,SI1,990
0.4,Very Good,I,VS1,737
0.9,Very Good,F,SI1,3881
0.71,Ideal,J,VS1,1932
1.5,Premium,F,VS1,14918
1.04,Ideal,J,SI2,3762
1.14,Ideal,I,VS2,5075
1.28,Ideal,G,IF,11372
0.56,Very Good,E,IF,2724
0.33,Very Good,F,VS2,666
0.7,Premium,E,SI1,2444
0.41,Very Good,I,VVS2,1024
0.43,Ideal,G,VS2,1093
0.51,Ideal,E,VVS1,2527
0.3,Ideal,E,VS2,844
0.31,Ideal,D,VS2,734
0.3,Very Good,G,IF,850
0.74,Ideal,I,VS1,2609
1.2,Fair,G,I1,2376
0.4,Ideal,E,VVS2,1056
0.24,Ideal,G,VS1,442
0.51,Premium,D,SI1,1687
0.71,Premium,D,VS2,2770
2.05,Very Good,F,SI2,16819
0.46,Ideal,E,VS1,1834
1,Premium,D,SI2,4295
0.4,Ideal,H,VVS1,1017
0.51,Very Good,E,SI1,1438
1.23,Ideal,H,SI2,6199
0.7,Very Good,J,VS2,1896
0.71,Premium,H,SI2,1960
0.7,Very Good,I,SI1,1918
0.58,Premium,F,VS1,2668
1.23,Ideal,F,VVS2,11040
0.7,Very Good,F,VS2,2473
0.33,Premium,H,VS2,668
0.34,Premium,H,VS2,537
2.01,Ideal,E,SI2,17849
0.25,Ideal,E,VVS2,740
1.17,Very Good,G,SI2,5595
0.54,Ideal,D,SI1,1715
0.3,Ideal,E,VS1,694
1.21,Premium,D,SI2,6505
1.11,Very Good,E,SI2,4102
0.72,Premium,F,VS1,2838
0.31,Ideal,D,VS2,734
0.38,Very Good,H,VS2,710
0.41,Premium,G,VS1,961
1.07,Very Good,H,SI1,5752
0.55,Ideal,G,VVS1,2632
0.42,Premium,D,SI2,898
0.33,Ideal,E,VS2,723
1,Premium,F,VS2,6328
0.43,Premium,G,SI1,929
1.01,Ideal,I,SI2,3733
1.01,Good,F,SI2,3768
0.31,Premium,G,VS1,625
1.61,Ideal,G,SI1,11192
0.41,Very Good,H,SI1,683
0.79,Ideal,I,VS2,2712
0.71,Good,G,SI1,2428
1.58,Very Good,G,VS2,13037
1.3,Very Good,J,VS2,5832
0.31,Good,E,SI1,544
0.29,Ideal,F,VVS1,669
0.32,Ideal,D,VS2,758
1.02,Very Good,G,VS2,6569
0.71,Ideal,H,VS2,2522
1.08,Ideal,H,VS1,5791
1.21,Very Good,I,VS1,5865
1.06,Very Good,I,SI2,3515
0.4,Ideal,D,SI1,772
0.36,Premium,D,SI1,851
0.31,Ideal,H,VS1,698
0.35,Ideal,I,VVS2,598
0.43,Premium,G,VS1,1008
0.9,Good,F,SI2,3267
1,Very Good,E,SI1,5571
1.55,Ideal,F,SI2,10937
1.5,Good,I,VVS2,9909
0.31,Ideal,F,VS1,872
1.22,Premium,D,VS2,9581
0.3,Ideal,G,VS2,526
0.53,Ideal,G,SI2,1113
0.4,Ideal,J,VS1,633
0.51,Ideal,D,SI2,1359
0.52,Ideal,D,VS1,2296
0.71,Fair,F,SI1,2198
0.76,Ideal,E,VS2,3497
1.01,Very Good,F,SI1,5174
1,Premium,H,SI2,4200
0.52,Very Good,D,SI1,1429
0.7,Premium,F,SI1,2401
1.5,Premium,H,SI1,10567
0.3,Premium,G,VS1,776
0.91,Very Good,H,SI1,3998
0.5,Fair,E,SI1,1238
1.07,Ideal,F,SI2,5240
1.05,Very Good,G,VVS2,7667
0.59,Very Good,I,SI1,1257
0.59,Very Good,G,VS2,1664
1.02,Ideal,F,IF,11116
0.32,Ideal,G,IF,954
0.62,Ideal,G,VVS2,2861
0.51,Premium,F,VS2,1574
1,Very Good,I,VS2,4620
0.7,Fair,H,SI1,2048
0.51,Ideal,G,SI1,1329
1.15,Premium,H,SI2,4959
0.9,Very Good,H,VS2,4662
0.31,Premium,F,IF,1046
0.39,Ideal,F,VVS1,1124
0.45,Good,E,SI1,1063
1.39,Very Good,G,SI2,6628
0.56,Ideal,G,VS2,1580
0.35,Ideal,F,VS2,906
1.05,Premium,H,VS2,5166
2.25,Fair,H,I1,6653
2.12,Premium,H,SI2,16992
1.15,Premium,F,SI2,4437
1.21,Fair,J,SI1,4147
0.7,Ideal,H,VS2,2536
0.75,Premium,E,SI1,3024
0.61,Ideal,D,SI1,1904
0.53,Ideal,G,VS1,1754
0.33,Premium,D,SI1,608
0.7,Good,H,VS2,2330
0.53,Ideal,F,VS1,2046
0.32,Ideal,H,VVS2,628
0.61,Ideal,D,SI1,1904
0.4,Ideal,D,VS2,918
0.54,Very Good,D,VS2,2113
0.45,Good,E,SI2,680
1.27,Very Good,I,VS1,7031
0.33,Very Good,F,VS2,666
0.7,Ideal,D,VS1,3278
0.32,Premium,H,VS2,648
0.4,Ideal,E,VS2,975
0.9,Very Good,H,VVS2,4963
0.37,Premium,G,VS2,833
0.53,Ideal,G,VVS2,2051
0.35,Ideal,G,VVS2,798
0.54,Ideal,F,SI1,1260
0.51,Ideal,G,SI2,1188
1.51,Ideal,H,VS1,10186
2.03,Ideal,I,SI1,15291
0.55,Ideal,E,VS2,1715
1.35,Ideal,J,VS1,6048
0.7,Ideal,F,SI1,2596
2.08,Ideal,I,VS2,17916
0.33,Ideal,G,IF,946
0.31,Ideal,H,VVS1,942
1.09,Ideal,E,VVS2,10333
0.38,Premium,H,VS1,983
0.9,Good,G,VS1,4460
1.2,Premium,H,SI1,6588
0.5,Good,D,SI1,1436
0.42,Premium,F,VVS2,1142
0.77,Very Good,G,SI1,2586
1.02,Ideal,E,VS1,8244
0.41,Very Good,I,VVS1,863
0.7,Ideal,F,VS2,2850
1,Premium,E,VS2,6720
0.9,Good,H,VS2,3919
0.34,Good,E,SI1,596
2.05,Ideal,J,VS2,14111
1.18,Ideal,E,VS1,9886
2.01,Premium,E,SI2,16064
1.26,Premium,H,SI1,6435
0.4,Ideal,E,VS2,975
0.55,Ideal,D,VS2,1755
1.33,Ideal,J,SI1,5996
1.33,Ideal,G,VS1,10732
1.01,Ideal,E,SI1,5132
1.11,Ideal,I,SI1,6090
0.72,Ideal,E,SI1,2831
0.33,Premium,I,SI1,434
0.55,Ideal,G,VS1,1667
0.58,Premium,D,SI1,1879
0.8,Good,F,VS2,3429
1.01,Good,I,VS1,4016
0.51,Very Good,E,VVS1,2369
1.51,Very Good,G,VS2,12551
0.71,Very Good,F,VS2,2918
0.25,Very Good,F,VVS1,633
1.57,Ideal,H,VS2,12809
1.29,Ideal,H,SI2,6300
0.74,Good,H,VS2,2327
1,Very Good,E,SI1,5413
0.7,Good,D,VVS2,3312
0.55,Ideal,G,VVS2,2022
0.41,Ideal,D,VS2,1007
0.71,Very Good,E,VS2,3217
0.4,Ideal,D,VS1,1123
1,Good,G,VS2,5500
1.16,Good,H,SI1,5314
0.95,Fair,F,SI2,2815
0.3,Very Good,F,VVS2,737
1.21,Very Good,H,VS1,7246
0.73,Ideal,E,VS1,3620
1.65,Very Good,J,SI1,7903
1.01,Good,G,VS2,5999
0.25,Premium,F,VS1,558
1.09,Very Good,E,SI2,3418
0.72,Premium,F,VVS1,3689
0.72,Ideal,G,VS1,3478
0.3,Ideal,D,VS1,718
0.41,Ideal,E,VVS1,1367
0.37,Ideal,D,VVS2,997
0.31,Premium,G,VS1,802
0.72,Very Good,E,SI2,2688
0.59,Ideal,F,VS2,1834
2.01,Good,I,VS2,15729
1,Very Good,E,SI2,4579
0.32,Ideal,G,IF,918
0.33,Ideal,D,VS2,781
1.01,Fair,G,VS2,5666
0.76,Ideal,H,VS2,2692
0.74,Ideal,G,VVS2,3831
1.01,Very Good,J,SI1,3499
1.07,Premium,E,SI2,5033
1.6,Ideal,F,VS2,13853
0.36,Ideal,F,IF,1210
1.01,Good,E,SI2,4355
1.07,Good,F,I1,3415
0.3,Ideal,H,VVS2,605
0.31,Ideal,G,IF,891
1.71,Premium,E,SI1,14190
1.11,Ideal,G,VVS2,9734
2.13,Very Good,G,SI2,15454
1.38,Good,J,SI2,4598
0.7,Fair,G,SI1,2352
1.21,Premium,G,VVS1,9003
0.54,Premium,I,VVS2,1944
0.61,Ideal,F,VVS2,3248
0.7,Good,I,SI2,1675
2.01,Premium,J,VS2,13400
1.01,Ideal,E,SI1,5068
0.3,Ideal,E,VVS1,979
0.41,Very Good,E,SI1,705
0.35,Ideal,F,SI1,748
2.01,Very Good,I,VS1,14792
1.06,Ideal,G,VS1,7790
1.05,Good,H,SI1,4608
0.34,Premium,I,SI1,574
1.02,Premium,F,VVS2,8616
1.01,Good,G,VS2,5701
0.51,Good,F,VS2,1569
0.41,Ideal,F,VS2,1107
0.72,Premium,G,SI1,2352
1.2,Ideal,G,SI1,7920
1.24,Very Good,J,SI2,4737
0.24,Good,E,VVS2,492
0.32,Premium,H,VS2,505
0.54,Ideal,E,VS1,1962
0.57,Premium,F,VS2,1847
0.3,Ideal,G,IF,830
0.32,Ideal,D,VS1,736
1.03,Ideal,D,SI2,4752
1.01,Good,F,SI2,4011
0.31,Ideal,H,SI2,421
1.17,Premium,D,VS1,9934
0.5,Premium,E,VS2,1420
0.31,Ideal,E,VVS2,1046
0.35,Ideal,H,VVS2,706
0.31,Ideal,G,VVS2,846
0.51,Very Good,G,SI1,1243
1.32,Very Good,J,SI2,5513
0.45,Good,G,VS1,1154
1.5,Fair,H,I1,4939
0.91,Ideal,H,VS1,4939
0.43,Premium,F,SI2,871
2,Very Good,I,SI2,9435
1.22,Premium,I,SI2,5226
0.92,Premium,F,SI1,3400
0.34,Premium,D,VVS2,1052
1.2,Ideal,G,VVS2,10846
0.38,Premium,J,VVS2,778
0.41,Very Good,H,SI1,683
0.87,Premium,F,SI2,2999
1.22,Premium,G,VS2,8213
0.32,Premium,D,VS2,758
0.36,Very Good,E,SI1,631
0.43,Ideal,D,VS2,1056
0.91,Very Good,D,SI1,4041
0.91,Ideal,D,SI2,4067
0.27,Premium,E,VS1,603
0.41,Ideal,E,VVS2,1085
1.17,Good,H,SI2,4826
1.05,Premium,G,VS2,5821
0.5,Premium,E,VS2,1676
0.4,Ideal,D,VVS1,1441
1.5,Premium,H,SI1,9697
1.07,Ideal,J,SI1,4422
1.51,Ideal,H,SI1,9336
0.62,Ideal,J,VS1,1297
0.73,Ideal,J,VS2,2258
1.25,Ideal,D,VS1,10441
1.01,Fair,G,VS2,5950
1.57,Premium,H,VS1,11272
1.52,Ideal,I,VS1,9483
1.03,Ideal,D,SI2,5105
2.01,Good,I,SI2,12985
0.41,Ideal,D,SI2,876
0.32,Ideal,H,VS2,648
1.1,Ideal,F,SI2,4897
0.78,Ideal,E,VS2,3334
0.5,Good,E,VS1,1806
1.5,Very Good,H,SI1,9660
1.09,Very Good,I,SI1,4640
1,Premium,G,VVS2,7762
0.31,Premium,I,VS2,558
0.41,Ideal,D,SI1,1399
1.03,Very Good,H,SI1,4800
1.52,Ideal,F,SI1,12477
1.01,Very Good,F,SI2,4299
1.24,Ideal,F,SI2,6111
0.28,Very Good,I,VS1,462
1.09,Premium,I,SI1,3968
1.01,Very Good,E,SI1,5759
0.32,Premium,G,VS2,561
1.52,Ideal,E,VS2,15239
0.33,Very Good,I,VVS1,609
0.71,Ideal,E,VS1,3464
1.22,Ideal,F,SI1,6456
0.4,Good,D,VVS2,1080
0.41,Good,E,SI2,638
0.29,Ideal,E,SI1,677
0.7,Very Good,H,SI2,2034
0.71,Very Good,G,SI2,1740
1.25,Premium,D,SI2,5947
0.34,Premium,G,VS1,821
0.3,Good,H,VVS1,684
0.51,Ideal,I,SI1,1000
0.38,Premium,H,VS2,898
0.7,Premium,F,VS1,2669
1.07,Premium,H,VS2,5424
0.58,Ideal,E,VS2,1984
0.91,Premium,D,SI1,4179
1.08,Good,D,SI1,5821
2.01,Premium,I,SI1,17474
1.01,Premium,F,SI1,5345
0.5,Ideal,D,VS1,1922
1.01,Premium,G,VS2,6027
0.52,Ideal,F,SI1,1250
0.71,Premium,G,SI1,2352
1,Fair,F,VS1,6397
0.5,Very Good,E,VS2,1623
1.09,Ideal,D,SI2,5258
1.22,Premium,H,SI1,6153
1,Premium,H,SI1,4788
0.55,Ideal,F,VVS2,2629
0.26,Very Good,H,SI1,337
0.3,Premium,E,SI1,675
0.35,Premium,D,SI2,522
0.53,Good,E,SI1,1156
0.57,Very Good,F,VVS2,2290
0.57,Very Good,D,SI1,1906
1.24,Ideal,G,VS2,8799
0.85,Ideal,I,SI1,3392
0.52,Ideal,F,VVS1,2251
0.51,Very Good,E,VVS1,2579
2.02,Very Good,I,SI1,16192
2.14,Premium,J,SI2,13205
0.33,Premium,G,VVS2,752
0.44,Ideal,D,VS1,1294
0.39,Very Good,D,VVS1,1092
0.3,Premium,D,SI1,709
1,Fair,F,VS2,4656
0.32,Ideal,F,VS2,781
0.7,Premium,F,SI1,2268
0.55,Premium,E,VS2,1735
0.83,Good,G,VS2,3195
0.81,Good,G,SI2,2474
0.41,Very Good,F,VS1,1007
1.57,Ideal,H,SI2,9298
0.34,Very Good,F,SI2,447
0.26,Ideal,F,VS2,456
0.3,Very Good,D,SI1,662
0.71,Ideal,I,VVS2,2387
1.01,Very Good,F,VS1,6999
0.71,Ideal,F,VS2,3516
0.72,Very Good,I,VS2,2109
1.5,Premium,F,VS2,14199
1.52,Premium,D,SI2,10308
0.27,Ideal,E,VVS2,620
0.73,Ideal,E,SI1,2523
0.8,Ideal,E,SI2,2939
0.71,Ideal,H,SI2,2376
1.04,Good,F,VS2,6606
1.78,Premium,J,SI2,8889
0.52,Very Good,E,VS2,1665
1.1,Premium,I,SI1,4312
1.63,Good,F,SI1,10901
0.61,Ideal,G,VVS1,3008
0.5,Good,E,VVS2,1917
0.7,Fair,J,I1,1066
0.32,Ideal,G,VVS2,936
0.53,Ideal,F,VVS2,2290
2.02,Premium,I,VS1,17153
0.9,Ideal,F,SI2,4593
1.02,Premium,F,SI1,5301
1.01,Good,D,SI2,4468
1.09,Ideal,E,SI1,5935
1.22,Very Good,I,VS2,6419
0.34,Premium,I,VVS2,765
0.4,Ideal,H,VS1,1017
0.34,Premium,H,VS1,596
2.04,Premium,E,SI2,17379
2.08,Premium,H,SI2,12454
0.31,Ideal,E,VS1,734
0.32,Premium,D,SI1,756
0.9,Very Good,G,SI1,3649
1.22,Premium,I,SI1,5368
0.9,Ideal,G,SI1,3780
0.32,Ideal,I,VVS2,561
0.94,Premium,F,SI2,3869
0.59,Ideal,F,VVS2,2611
1.01,Good,D,VS2,6998
1.51,Premium,G,VS1,14375
0.32,Ideal,E,VS2,702
1.22,Ideal,G,VS2,7923
0.31,Ideal,G,VVS2,907
0.3,Ideal,E,VVS1,895
1.15,Very Good,H,SI2,4483
0.32,Premium,I,VS1,648
0.32,Very Good,I,SI2,480
0.2,Very Good,E,VS2,367
0.33,Premium,G,VS1,854
1.51,Premium,J,VS2,7553
0.42,Premium,H,SI1,1008
0.9,Very Good,G,VS2,4386
0.7,Ideal,H,VVS1,2947
0.25,Very Good,E,VVS1,575
0.63,Premium,E,VS1,3675
0.59,Ideal,I,VS2,1300
1.51,Good,J,SI1,6851
0.53,Ideal,F,VVS2,2275
0.76,Premium,D,SI1,2942
0.26,Ideal,H,VS1,482
0.31,Ideal,D,VS2,734
0.31,Good,E,SI1,507
0.3,Ideal,D,VS2,911
1.13,Ideal,I,SI2,4307
0.32,Ideal,D,VS2,972
1.21,Fair,H,SI1,3862
1.04,Very Good,G,VVS1,6766
0.73,Very Good,J,VS2,2101
1.14,Very Good,H,SI2,4615
0.91,Good,F,SI1,3893
0.7,Good,E,SI2,2307
1.72,Premium,H,SI2,10749
1.04,Very Good,I,SI2,3603
1.24,Very Good,F,VVS2,11234
1,Ideal,E,SI2,4808
1.01,Premium,I,SI1,4072
1.7,Ideal,E,SI2,11924
0.32,Premium,G,SI1,477
0.5,Ideal,E,VVS2,2889
1.01,Ideal,E,VS1,7727
0.35,Ideal,G,VVS1,849
1.51,Premium,I,SI2,7292
0.3,Ideal,G,VVS1,789
0.7,Good,D,VS2,2749
0.38,Ideal,H,VVS2,832
0.5,Good,F,VS2,1436
0.56,Ideal,D,SI2,1399
0.31,Good,G,VVS1,849
1.06,Ideal,E,IF,13344
0.51,Ideal,D,VS2,1882
1.72,Very Good,I,VS1,12451
0.25,Very Good,G,VS2,407
0.32,Ideal,G,VS2,672
0.33,Premium,E,SI1,743
2.05,Very Good,E,SI2,17138
0.3,Ideal,E,VS2,658
0.9,Good,F,SI1,3733
0.81,Very Good,E,SI2,2735
2.37,Ideal,H,SI2,16937
1.07,Very Good,H,SI2,3296
1,Good,F,IF,9867
0.33,Ideal,I,IF,694
1.73,Premium,J,SI1,9165
0.71,Ideal,H,VVS1,2739
1.5,Premium,E,VS2,14386
1.01,Very Good,I,SI1,4375
1.52,Ideal,I,VVS1,11168
0.32,Premium,H,VS2,648
0.7,Ideal,H,VS1,3185
1.2,Ideal,I,VVS2,7877
0.31,Ideal,E,SI1,582
0.7,Ideal,D,SI2,2575
0.9,Very Good,D,VS1,5331
0.33,Very Good,G,SI1,521
1.54,Premium,G,SI2,7287
0.53,Ideal,D,VS2,1956
0.71,Premium,E,VS2,2823
1.5,Very Good,I,VS2,8662
1.52,Ideal,F,VS2,14915
0.75,Very Good,F,SI1,2811
1.52,Premium,J,VS1,8366
0.4,Ideal,H,VVS1,1088
0.93,Very Good,I,VS2,3766
0.91,Very Good,G,SI2,3388
0.91,Very Good,J,VS1,3082
1.24,Ideal,J,VS2,5412
1.22,Ideal,H,VS1,7418
0.51,Very Good,F,VVS1,2223
0.57,Premium,E,SI2,1058
0.32,Very Good,F,VS2,645
0.51,Very Good,E,SI1,1284
0.34,Ideal,E,SI2,477
1.01,Very Good,G,VS2,5119
0.28,Good,F,VVS2,492
0.33,Ideal,G,IF,946
1.02,Premium,H,SI1,5084
0.9,Premium,I,VS2,3338
0.31,Fair,F,VVS1,740
1,Very Good,G,VS2,5723
0.31,Ideal,G,VVS1,743
1.15,Premium,H,SI2,3220
0.59,Very Good,E,SI1,1652
0.49,Good,D,VS1,1738
0.82,Ideal,F,VS2,3798
1.25,Ideal,G,VVS2,10983
0.38,Ideal,I,VS2,648
1.14,Ideal,I,SI1,5096
0.72,Ideal,G,SI2,2295
0.91,Good,F,SI1,3993
0.52,Ideal,D,VS2,1822
0.27,Ideal,G,IF,566
1.03,Ideal,G,SI1,5147
0.39,Premium,D,VVS2,1290
0.34,Premium,I,VS2,477
0.9,Premium,E,SI1,4463
0.42,Premium,D,SI2,700
0.37,Good,I,VS2,473
1.01,Good,G,SI2,3852
0.96,Premium,I,SI2,2454
1.5,Very Good,I,SI2,7392
1.15,Premium,D,SI1,6041
1.3,Ideal,D,SI1,9242
0.38,Premium,I,VS1,700
0.41,Premium,F,SI1,969
1.7,Premium,G,VVS2,18718
0.34,Ideal,E,VS1,805
1,Premium,H,SI2,3472
0.36,Ideal,E,VS1,1094
0.5,Very Good,D,VS2,1752
0.7,Premium,D,SI2,2319
0.24,Very Good,E,VVS2,552
0.54,Ideal,F,VVS2,2333
0.5,Ideal,H,VVS2,1608
0.33,Very Good,E,SI2,463
0.3,Ideal,H,SI1,465
1.51,Fair,G,VS1,11739
0.26,Very Good,F,VS2,381
0.3,Ideal,E,VVS2,766
1.02,Premium,E,SI2,4478
1.01,Fair,I,VS1,4263
0.61,Ideal,F,SI2,1303
0.33,Ideal,D,VVS2,1062
0.32,Very Good,G,VS1,645
0.51,Ideal,F,SI1,1406
0.9,Fair,I,VVS2,3288
1.52,Very Good,H,SI2,8194
1.01,Good,H,SI1,4559
2.01,Premium,J,SI2,12105
0.68,Premium,E,SI1,2224
0.51,Ideal,G,VS1,1599
0.51,Premium,E,VS2,1781
0.5,Ideal,D,SI2,1250
1.14,Premium,I,VS2,5008
2.04,Premium,H,SI1,14888
0.76,Premium,F,SI1,2706
0.71,Premium,E,SI1,2441
0.45,Ideal,G,VVS1,1297
0.78,Premium,H,SI2,1846
0.33,Ideal,E,VS1,1002
1.52,Ideal,I,VS1,10641
1.75,Ideal,H,VS2,14033
0.64,Premium,E,VVS2,2870
0.38,Premium,G,VS1,833
0.39,Ideal,F,VVS2,988
1.22,Ideal,E,SI2,6343
1.01,Very Good,F,VS2,6533
0.34,Ideal,H,IF,863
0.41,Ideal,F,VVS1,1295
0.57,Ideal,E,VS2,2202
0.32,Very Good,H,VS2,505
0.38,Ideal,F,VS2,1026
1,Good,D,SI1,5331
0.74,Ideal,G,VS1,2780
1.17,Ideal,H,VS2,6324
0.31,Ideal,D,VS2,942
0.34,Ideal,E,VVS1,946
0.7,Good,H,SI1,2176
0.43,Premium,F,VVS2,1169
1,Ideal,H,SI2,4260
1.35,Ideal,H,SI1,7619
0.44,Ideal,F,VVS2,1253
1.03,Ideal,J,SI2,4008
0.55,Premium,G,VS1,1881
0.92,Premium,F,SI2,3864
1.03,Premium,G,VS2,6214
1.41,Premium,G,VS1,11347
0.51,Very Good,J,VS2,984
0.4,Premium,F,SI1,882
1.2,Premium,H,SI1,5975
0.53,Ideal,I,VS1,1263
0.34,Premium,G,VS1,880
0.51,Very Good,G,IF,2063
0.5,Very Good,I,SI1,1048
0.36,Ideal,F,IF,1137
1.03,Ideal,F,VVS1,9598
0.31,Ideal,E,VVS2,864
1.13,Premium,G,VS2,7151
0.31,Premium,H,VVS2,802
1.5,Very Good,H,SI1,7459
1.53,Premium,J,VVS1,9322
1,Premium,F,SI2,3584
1.12,Very Good,G,SI2,3700
0.85,Good,G,SI1,2244
0.35,Very Good,E,VS2,767
0.35,Very Good,E,SI1,614
0.35,Very Good,H,VS2,545
1.2,Ideal,I,SI1,5376
0.6,Ideal,E,SI1,1613
0.5,Very Good,D,SI1,1395
0.3,Very Good,D,SI1,479
0.75,Premium,H,VS2,2496
0.52,Ideal,G,VS1,1689
0.5,Very Good,G,VVS1,1887
1.5,Premium,J,SI2,5268
0.4,Premium,H,VVS2,1125
1.2,Premium,H,SI1,5592
1.01,Very Good,F,SI2,4690
1.03,Premium,G,VS1,6479
0.75,Premium,E,SI2,2829
0.61,Good,G,VS1,1785
1.12,Ideal,F,VS2,8063
0.71,Ideal,I,VS2,2360
0.8,Good,F,SI1,2941
0.57,Very Good,H,VVS2,1726
0.34,Ideal,D,VS1,787
0.9,Very Good,H,VS1,4136
0.53,Ideal,D,VVS2,2407
0.31,Ideal,H,IF,789
0.95,Very Good,D,SI1,5101
1.02,Premium,H,SI1,4884
2.01,Premium,I,VS2,16626
1.01,Good,F,VS2,5616
1.05,Very Good,F,VS1,7276
0.43,Very Good,E,SI1,792
0.3,Premium,F,VVS2,945
0.4,Premium,F,SI1,945
0.31,Premium,D,VS2,942
0.59,Ideal,E,VS1,2172
0.3,Very Good,E,VVS1,995
0.74,Good,H,VS2,2369
0.5,Ideal,E,VS2,1892
1.33,Premium,H,SI2,6405
1.24,Very Good,J,SI2,3908
0.7,Very Good,F,SI1,2409
1.29,Very Good,J,VS2,5068
1.07,Ideal,J,VS2,4602
0.31,Premium,G,VS2,698
0.71,Ideal,G,VVS1,3167
1.31,Premium,J,SI1,5876
0.3,Good,G,VS1,605
1.24,Ideal,F,VVS1,15026
1,Fair,G,SI1,3833
0.31,Ideal,E,VS2,642
0.41,Ideal,E,VVS1,1057
0.71,Fair,F,SI1,2088
0.71,Ideal,F,VS2,2930
1.58,Premium,D,SI2,10934
0.4,Ideal,G,VS1,1125
0.71,Premium,D,SI1,2743
0.73,Very Good,G,SI2,2057
1,Very Good,E,VS1,7528
1.5,Very Good,E,VS1,16988
0.34,Ideal,E,VS1,1033
1.01,Premium,D,SI1,6066
0.73,Ideal,E,SI2,2559
0.7,Ideal,F,SI2,2011
0.3,Ideal,I,VS2,438
0.7,Very Good,G,SI2,2141
1.5,Fair,H,SI1,7211
1.03,Good,F,VS2,6543
1,Good,D,SI2,4541
1.03,Very Good,G,SI1,5024
